genes,C1,C2,T1,T2
18176,99.64,173.87,136.35,118.89
18181,15,39.27,32.61,26.04
18183,0.52,0,0,0
18186,25.86,48.87,32.44,67.31
18187,4.48,28.46,26.36,17.93
18188,1.38,2.91,1.86,0.68
18189,0,1.54,1.35,0.34
18190,0.34,5.66,7.27,2.2
18191,0.69,1.71,1.35,3.89
18193,83.95,92.42,102.73,90.65
18194,14.14,31.89,19.43,16.24
18195,10.69,10.46,10.31,9.13
18196,12.41,20.58,17.07,16.74
18197,0,13.2,8.96,4.9
18201,23.96,43.72,39.2,48.88
18203,40.68,41.67,35.31,36.36
18205,0.34,7.72,9.63,13.19
18207,2.59,6.52,8.62,7.1
18208,27.07,43.21,80.93,17.42
18209,0.52,10.63,6.93,6.93
18211,2.76,3.77,2.37,1.35
18212,3.62,2.74,2.87,0.68
18213,0,1.2,0.68,0.34
18214,14.65,32.24,45.28,40.76
18216,0,0,0,0.68
18218,0.86,0,0,0
18220,188.08,80.25,62.69,102.49
18221,104.64,143.52,212.39,141.22
18222,2.24,1.2,1.01,1.01
18223,12.41,4.63,7.27,5.75
18226,51.2,113.17,107.29,102.32
18227,0.52,0.34,0.34,1.18
18230,12.58,43.38,40.04,37.38
18241,0.86,0.34,0.34,0.34
18242,27.93,34.29,23.65,22.49
18247,61.54,86.76,81.61,68.66
18256,0,4.97,3.04,0
18260,0,1.03,0,1.86
18263,178.6,179.35,166.26,187.39
18286,17.76,45.61,50.69,42.11
18293,29.65,14.57,10.98,16.91
18294,4.31,7.72,5.41,5.41
18295,0.34,0,1.01,0.85
18300,1.21,0.51,0.34,0.68
18301,2.07,0,0,0
18302,3.62,0.51,0.34,7.95
18378,2.41,0.34,0,0
18383,138.43,1.37,1.69,2.03
18386,11.55,8.23,5.91,5.07
18389,0,0.34,1.69,1.52
18391,36.2,44.92,46.8,36.02
18392,7.76,19.72,15.04,17.76
18393,18.45,41.84,47.82,33.32
18399,0,0.69,0.34,1.35
18400,32.93,0.86,0.34,4.06
18408,5.86,7.37,8.79,15.39
18412,716.45,98.94,125.2,129.04
18413,1.55,0,0,0
18414,16.2,0,0,0
18415,3.96,3.77,5.74,2.88
18416,0,0,0,2.37
18417,17.24,4.97,5.41,4.74
18419,0,0.34,0,0
18423,0,0.51,7.77,0
18424,0,0.86,18.42,0
18426,0.86,0.34,0,0
18430,1.21,1.2,0,0.34
18432,50.68,150.72,201.74,197.37
18436,0.86,2.57,2.37,6.43
18438,46.55,1.54,1.86,6.6
18439,0.52,0,0,0.34
18440,0,0.34,1.18,0
18441,0,0.34,0,0.34
18442,3.28,0.34,0.34,1.52
18451,34.13,48.87,43.76,38.73
18452,38.96,13.37,12.67,21.82
18453,670.94,224.28,200.9,250.64
18457,14.65,24.18,19.26,14.71
18458,184.11,399,307.17,232.38
18475,45.34,110.59,104.76,102.83
18476,9.65,38.58,49.17,33.32
18477,483.21,594.64,602.18,512.11
18478,0,0,0,0.68
18479,14.31,60.18,72.65,45.83
18481,0,3.09,8.28,1.86
18483,147.05,119.68,139.73,82.36
18484,8.62,3.26,2.53,8.46
18488,0,0.34,0.68,0.68
18491,3.1,4.12,2.03,2.03
18503,1.38,21.26,16.56,6.6
18504,0.86,0,0.68,0.34
18505,0,33.78,38.02,4.4
18508,0,9.43,8.45,0.85
18509,0,0,1.35,0
18510,6.72,2.4,4.22,1.18
18511,0.86,2.4,1.69,0.85
18514,68.78,132.03,100.7,94.88
18515,47.75,125.68,124.86,112.47
18516,1.03,10.8,8.62,7.1
18518,32.75,49.9,42.92,43.13
18519,21.38,2.4,4.22,3.55
18521,542.51,1021.76,271.52,993.26
18526,0,3.43,3.38,3.38
18534,0.52,0,0,0
18536,22.93,93.79,61.16,85.75
18537,20.34,52.47,43.42,50.23
18538,102.4,355.79,359.05,299.52
18541,2.24,19.38,13.35,9.81
18542,11.55,48.18,28.89,38.73
18546,0,1.2,1.18,1.35
18548,0,0.34,0.51,0
18549,0,0,0,0.68
18550,22.76,12.52,8.96,18.43
18551,2.24,7.2,5.91,6.6
18552,24.82,9.94,9.63,18.1
18553,15.86,1.71,2.7,3.55
18554,16.55,8.92,9.46,6.93
18555,45.34,71.84,60.32,49.21
18559,5.86,15.09,12.33,20.29
18563,22.93,9.43,9.12,9.47
18567,10.34,19.72,18.25,14.54
18569,33.96,20.75,16.9,17.76
18570,121.02,114.37,120.64,115.17
18571,28.27,21.43,18.92,24.35
18572,11.21,16.29,14.53,16.24
18573,0.86,0,0,2.03
18574,4.65,8.57,13.69,4.23
18575,0,1.37,2.03,0.34
18576,12.07,16.46,14.87,14.71
18577,3.62,2.57,3.38,2.88
18578,0.86,0.69,1.01,1.35
18582,21.55,66.7,77.05,55.13
18583,8.45,43.04,50.69,36.02
18585,7.59,8.4,8.28,14.54
18590,1.9,0.69,1.35,0.34
18591,4.14,1.71,2.7,2.2
18595,66.2,36.18,35.99,51.08
18596,14.31,24.01,25.85,16.07
18597,239.97,249.48,279.63,240.83
18599,3.62,0,0,0
18600,4.14,0,0,0
18601,0,0,0.34,0
18602,0,0.34,0,0
18604,1.9,3.77,1.69,4.57
18605,2.76,0.34,0.34,0.68
18606,2.41,6.17,2.87,2.54
18607,55.85,38.24,68.77,41.6
18611,114.64,29.83,60.83,42.28
18612,1.03,5.66,3.21,4.23
18613,110.67,10.12,15.88,20.29
18616,19.82,29.66,20.95,31.29
18617,86.37,0,0,9.98
18618,5.34,11.66,8.62,12.68
18619,20.34,1.89,2.37,1.52
18624,106.02,118.83,123.51,172
18626,16.38,7.03,8.11,5.75
18627,3.45,1.2,1.69,3.04
18628,3.28,3.26,1.69,2.37
18631,0.86,0.69,0.68,0.34
18632,12.93,15.77,17.74,15.73
18633,15.34,10.46,6.59,10.49
18634,9.14,8.23,8.28,11.16
18636,3.79,6.69,4.73,5.58
18637,39.48,62.58,85.5,77.12
18639,5.69,5.49,3.21,4.4
18640,26.03,10.8,12,16.74
18641,20.86,109.91,95.46,71.2
18642,12.93,27.43,27.2,25.2
18643,387.02,309.15,259.7,418.75
18645,10.69,39.09,43.25,20.13
18646,7.93,0,0,0
18647,14.48,32.24,34.98,34.84
18648,219.45,519.54,468.87,469.82
18654,5.34,3.94,3.04,2.88
18655,9.14,14.92,12.67,10.15
18667,71.02,0.86,0.34,0
18669,6.03,0.69,0.51,1.86
18670,0.34,0,0,0.85
18671,7.41,0,0,1.18
18673,144.98,246.4,253.11,236.77
18674,31.89,28.12,9.8,36.19
18675,0,0,0,0.51
18676,41.03,36.86,43.25,42.96
18679,4.83,6.69,8.79,7.44
18682,0.69,0.34,0,0
18685,13.79,13.37,8.45,10.65
18693,10.52,10.97,11.83,17.76
18700,15,25.72,37.51,29.26
18701,16.38,16.29,23.82,16.74
18703,0.86,0,0,0
18704,42.58,26.92,37.17,32.47
18706,37.93,49.38,51.03,49.21
18707,2.59,2.06,2.87,1.86
18708,12.24,7.89,9.63,9.47
18709,5.69,20.58,17.91,13.02
18710,8.79,20.23,24.33,16.91
18711,14.14,23.83,23.99,18.6
18712,4.14,1.54,1.86,2.71
18715,11.72,13.03,12.33,5.75
18717,29.13,31.72,22.64,18.6
18718,31.2,12.17,10.81,13.19
18719,5.17,6.69,4.22,6.76
18720,11.89,4.97,3.38,4.57
18733,0.69,0,0,0
18738,80.85,59.67,49.34,45.49
18739,2.59,1.03,2.03,0.85
18740,2.24,7.2,8.45,17.59
18741,1.55,14.06,12,22.66
18744,41.55,60.36,65.56,68.66
18746,925.22,2220.3,1390.23,1366.52
18747,22.07,86.76,54.74,71.2
18749,14.31,13.72,23.65,12.85
18750,13.62,5.66,5.41,14.71
18751,0,2.91,2.2,5.75
18754,11.55,8.4,4.56,4.23
18755,15,2.4,1.86,2.2
18759,70.16,57.78,51.7,48.37
18760,0.34,4.46,2.87,2.37
18761,1.03,1.03,0.51,1.86
18762,15.52,6.86,6.42,6.26
18763,20.86,14.75,11.32,10.15
18764,13.1,18.86,14.87,11.67
18767,2.93,29.15,35.31,35.69
18768,3.62,1.37,1.01,1.18
18769,82.75,109.91,103.91,123.29
18770,1.21,16.12,16.56,19.62
18771,5.34,9.6,5.91,9.64
18776,4171.33,1.89,0.68,27.4
18777,149.63,129.11,100.53,134.62
18778,0,0.51,0,0
18779,43.79,0.69,1.01,2.71
18783,39.13,10.63,9.46,19.79
18786,51.03,57.27,46.3,50.06
18787,439.08,2.57,1.18,6.93
18788,0,0,0,0.68
18789,106.88,92.42,85.83,71.37
18791,31.38,18.18,16.39,26.72
18792,16.38,0.86,0.34,1.86
18793,16.72,0,1.18,2.2
18795,0.69,1.89,1.18,2.2
18797,44.82,24.86,33.29,31.29
18799,13.96,8.4,9.12,6.09
18802,0,0.34,0.34,0
18805,20.51,5.32,5.24,5.75
18806,6.9,2.23,1.52,3.21
18807,61.37,17.15,15.21,15.22
18810,103.09,14.06,13.01,13.19
18813,110.16,359.22,391.32,323.03
18814,765.59,0,0,1.01
18815,0,0,0,10.49
18816,0,1.37,0,34.33
18817,19.65,100.99,86.85,80.16
18821,0,38.07,44.27,134.96
18822,34.31,27.43,16.39,22.66
18823,0,2.91,4.06,1.86
18824,107.05,36.69,26.36,49.05
18826,19.14,0.69,3.89,4.23
18828,0.34,0,0,0.68
18830,34.13,9.6,10.81,4.9
18844,16.38,29.32,20.61,15.56
18845,3.79,26.58,30.75,21.14
18846,1.03,11.15,14.36,10.15
18854,16.03,21.6,23.32,21.48
18858,14.48,25.89,17.23,33.66
18861,10.17,25.38,27.88,26.21
18933,7.59,66.36,60.83,45.49
18935,0,22.8,27.2,7.1
18938,118.43,202.16,204.61,205.32
18946,0,0.51,0,1.35
18947,0,0,0.34,0.34
18948,0,0,0,1.52
18949,46.55,143.17,132.47,130.56
18950,124.47,65.33,67.42,55.3
18951,5.17,2.57,1.52,1.18
18952,12.07,0,1.01,0.68
18968,2.24,12,4.73,5.75
18969,11.03,29.32,24.67,23.51
18970,37.58,72.7,86.17,72.55
18971,15.52,46.12,50.69,42.11
18972,1.55,6,5.24,6.43
18973,9.31,39.27,35.31,43.97
18974,7.93,29.32,24.67,18.43
18975,2.24,1.37,0.84,1.18
18976,1.55,4.63,3.55,2.37
18983,5,8.74,9.12,5.41
18984,152.74,54.53,56.1,73.74
18986,1.38,6.52,5.74,3.04
18987,0.52,1.54,2.7,1.69
18988,2.59,0,0,0
18991,1.9,1.89,2.87,0.51
18992,0,0.69,0.51,0
18993,0,9.43,19.94,1.18
18994,0,0.86,1.86,0
18996,0,1.37,2.2,0.34
19009,0.52,1.71,0.68,1.01
19011,11.72,0,0,0.34
19012,5,0.69,0.51,0.68
19013,0,0,0,0.51
19014,77.06,79.22,116.75,77.8
19015,17.24,4.12,4.9,4.4
19016,36.55,0,0,0.34
19017,0,2.57,1.69,4.74
19018,21.03,35.66,26.02,29.6
19024,6.21,5.14,2.53,2.37
19025,118.78,27.26,19.6,33.49
19027,137.4,53.5,67.92,70.52
19035,318.58,124.65,178.59,224.09
19038,173.94,77.85,96.65,119.06
19039,211.7,1.37,1.52,6.43
19041,9.31,4.46,4.56,3.21
19042,20.69,6.86,12.5,14.04
19043,36.2,50.24,44.61,38.05
19044,10.86,22.12,29.57,23.68
19045,399.08,329.9,333.19,347.38
19046,75.68,166.49,145.48,123.12
19047,55.16,86.25,109.83,81.52
19049,0,0.34,0.34,0.51
19051,0,10.12,9.29,6.43
19052,49.99,128.6,112.02,85.41
19053,113.43,157.92,157.47,121.09
19054,53.79,41.32,42.07,46.34
19055,6.21,12.17,8.62,10.15
19056,8.96,17.32,18.59,18.1
19057,7.41,2.4,0.34,1.69
19058,83.78,82.82,89.72,88.28
19060,20.51,56.75,44.1,52.94
19062,7.24,4.46,3.38,4.57
19069,46.72,86.25,82.45,83.38
19070,58.79,102.54,98.84,92.51
19072,22.58,46.47,48.83,38.39
19073,3402.81,2.91,2.87,10.32
19074,0.34,0,0.34,0
19075,28.1,110.25,112.87,106.55
19076,0,0.86,0.51,0.51
19082,2.07,0.69,0.51,1.18
19084,168.25,189.47,157.14,162.87
19085,2.24,4.63,8.96,5.24
19087,2.59,5.66,5.07,6.6
19088,4.14,27.09,25.51,23.51
19089,48.61,63.1,55.76,59.19
19090,18.96,29.83,29.57,33.49
19091,0,0.34,0,0.34
19092,12.07,0.34,0.34,0.34
19094,1.21,3.94,7.94,2.03
19106,60.16,20.4,13.01,20.63
19108,3.28,1.2,1.69,0.51
19109,0.86,0,0,0
19110,1213.11,0,0,3.38
19111,74.47,0,0,0
19112,1.38,0,0,0
19113,3655.71,0.34,0.34,56.15
19114,49.65,0,0,0
19116,7.24,0,0.84,1.69
19122,468.73,22.29,20.78,50.74
19123,0.52,0.51,0.34,8.12
19124,47.75,0.51,0,2.2
19125,1.9,5.32,3.21,3.21
19126,72.06,104.08,202.25,67.99
19128,128.09,13.89,18.25,19.96
19132,1.55,1.54,3.04,3.04
19134,32.75,56.58,65.22,53.78
19139,7.24,70.81,103.91,72.22
19141,93.78,11.83,8.62,24.35
19142,1.38,0,2.7,0.34
19143,13.62,9.77,5.41,6.26
19152,0.69,1.54,3.55,4.57
19153,3.79,9.26,7.94,10.99
19155,37.93,63.27,54.74,37.38
19156,18.1,1.37,0,2.71
19157,13.45,7.54,3.55,6.93
19158,98.09,123.11,117.43,105.03
19159,26.72,24.18,18.42,26.38
19164,10.52,7.37,4.9,6.76
19165,6.21,2.91,1.86,3.72
19166,427.18,422.66,426.8,452.07
19167,239.45,240.05,270.34,242.69
19170,535.44,687.92,658.11,681.06
19171,74.13,35.84,36.33,72.38
19172,192.56,138.89,202.76,139.36
19173,619.74,858.7,902.26,828.2
19175,73.44,107.68,88.54,102.66
19177,352.71,617.45,616.55,595.15
19179,46.89,52.3,50.52,54.46
19181,81.02,93.45,143.62,124.98
19182,76.37,85.39,77.05,96.91
19183,11.21,33.78,46.13,38.56
19184,127.4,240.22,288.42,264.34
19185,47.75,74.24,49.17,48.37
19186,68.61,48.01,33.62,77.29
19188,155.67,56.93,62.18,83.38
19192,135.84,308.98,280.82,245.74
19193,0,0.86,0.68,0.51
19200,20.17,0,0,0
19201,3.79,1.03,1.69,3.89
19202,901.77,0.51,0.34,6.09
19204,0.34,0,0,0
19205,58.79,133.23,141.59,105.87
19206,0,0.34,0.51,0.51
19207,0,1.54,1.01,0.34
19208,6.38,6.52,4.9,5.58
19210,35.17,32.06,34.81,35.35
19211,50.86,43.38,41.73,42.62
19212,2.93,8.06,4.22,8.46
19214,0.34,0,0,0
19216,0.34,0.34,0,0.34
19217,0.86,0,0,0
19218,18.45,0,0,1.01
19219,12.93,0.51,0,1.52
19220,0,0.86,0.34,0
19221,9.83,27.26,24.67,30.1
19222,0.34,0,0,0
19223,4.48,7.37,5.91,6.26
19224,13.27,2.57,2.7,8.12
19225,2.59,0,0,0
19227,2.07,0.69,0.34,0
19228,15,43.72,54.91,50.57
19229,31.2,1.89,2.03,6.76
19230,100.16,64.47,73.16,73.57
19231,3.79,14.4,10.81,11.84
19240,425.63,1219.8,752.22,850.35
19241,1932.84,1058.28,1343.08,898.38
19242,1.03,2.06,1.86,5.58
19243,20.51,42.01,42.92,32.81
19244,140.15,193.07,184.34,143.92
19245,44.82,40.64,24.84,41.27
19246,14.31,26.58,21.29,17.25
19247,69.65,52.64,63.53,62.91
19248,57.41,40.47,43.93,46.51
19249,21.72,35.32,39.37,31.63
19250,35.34,26.58,46.46,27.23
19252,23.1,7.2,10.14,10.82
19253,5,0.69,0.68,1.18
19255,22.58,47.84,44.44,49.89
19258,1.21,1.54,1.35,0.51
19259,0,2.74,2.03,0
19260,1.9,0,0,0
19261,1.21,0.34,0,0
19262,52.58,37.55,42.24,35.35
19263,13.45,3.43,2.87,5.07
19264,8.1,0.34,0,1.01
19265,13.62,0.34,0.68,3.89
19266,0.69,24.86,23.99,23.34
19267,40.34,1.37,2.2,4.4
19268,18.45,92.08,58.8,48.71
19270,49.99,33.78,33.45,27.23
19271,3.1,3.09,3.89,2.71
19272,23.79,33.09,27.88,33.49
19273,5.86,3.43,2.87,2.88
19274,4.83,3.94,3.55,3.89
19275,2.41,0.69,0.68,0.85
19276,0,7.72,8.28,1.18
19277,0,0,0.34,0
19279,6.55,0.51,0,0
19280,44.48,127.4,98.34,75.77
19283,1.21,3.26,6.76,1.01
19285,167.39,35.32,22.3,30.61
19286,28.1,40.98,38.86,46.51
19288,0.34,4.63,4.56,2.2
19289,2.59,81.96,65.9,28.75
19290,9.48,3.77,3.04,2.71
19294,113.43,88.65,68.6,60.21
19296,1.03,2.74,1.69,1.35
19298,47.23,54.18,64.04,55.81
19299,40.17,29.66,26.87,38.73
19300,6.9,1.89,3.55,2.71
19301,3.1,4.8,4.73,7.78
19302,0.34,0,0.34,0.68
19303,3.45,0.69,0.84,0.68
19305,56.54,15.95,14.36,25.2
19309,0,3.77,0.84,3.04
19317,103.26,222.22,258.01,144.43
19324,193.08,144.2,149.7,166.76
19325,92.57,44.41,54.57,37.04
19326,75.68,110.08,86.51,108.41
19328,56.54,22.12,39.2,34.84
19329,0,0.34,0.51,3.55
19330,118.09,130.31,141.08,142.91
19331,0.52,0,0.34,0
19334,24.65,12.86,11.83,12.35
19335,18.96,30.52,34.3,25.03
19336,44.82,20.23,29.57,22.49
19337,0,0.69,0,0.51
19338,15.52,12.17,9.8,13.02
19339,6.21,4.29,4.9,2.88
19340,11.55,3.26,2.53,2.88
19341,5.52,11.15,11.66,11.33
19342,18.1,14.23,11.15,10.49
19344,27.75,13.55,12.84,17.76
19345,121.71,52.47,64.37,80.33
19346,164.98,179.87,241.79,228.65
19347,15.69,9.26,5.74,11.5
19348,38.27,119.34,205.63,145.11
19349,2.07,1.2,1.01,2.88
19352,12.41,13.72,12.67,13.53
19353,332.89,288.92,415.14,301.72
19354,17.24,0.69,1.01,7.44
19355,14.83,43.21,39.2,45.33
19356,7.59,21.26,17.07,7.27
19357,71.89,143.69,114.39,121.26
19358,19.82,16.46,14.87,20.8
19359,92.92,144.72,145.98,105.7
19360,4.83,10.46,9.97,7.1
19361,31.38,116.77,103.91,84.56
19362,5.17,14.57,14.02,10.49
19363,2.41,3.26,3.38,3.21
19364,9.31,9.43,9.97,10.99
19365,7.76,19.55,18.08,14.21
19366,5.52,22.63,30.24,26.04
19367,37.24,60.7,55.25,51.24
19370,0,1.71,1.52,1.52
19373,0,0,0,0.51
19376,22.07,40.47,75.7,43.3
19377,13.96,45.27,40.72,33.99
19378,5.34,38.07,34.81,50.06
19383,47.75,157.23,248.04,228.99
19384,9.83,30.69,17.91,20.63
19385,36.03,164.61,129.09,96.4
19386,15.34,8.57,8.28,6.76
19387,73.61,95.33,121.99,86.25
19395,0.86,1.37,0.68,1.86
19400,0,0,0.34,0
19401,6.21,23.49,13.69,15.05
19411,30.17,35.15,26.7,29.43
19414,12.76,19.55,9.29,11.5
19415,7.41,0,0,0.34
19416,4.14,0,0,0.85
19417,0.34,0,0,0
19418,1.55,0,0.34,0
19419,4.48,0,0,0
19428,0,0,0.34,0
19434,0,0,2.87,0.34
19645,7.59,9.26,3.21,3.38
19646,200.32,504.28,564.5,437.01
19647,40.17,60.36,64.71,59.7
19649,0,5.66,6.59,0.68
19650,6.55,25.21,19.77,20.8
19651,24.82,9.94,8.96,10.32
19652,13.27,25.55,23.15,19.62
19653,12.76,33.44,39.54,32.64
19654,31.03,49.04,90.4,48.03
19655,19.65,67.73,58.8,41.44
19656,37.75,223.59,195.66,197.71
19659,65.51,133.74,129.76,169.29
19660,0,0.86,0.84,1.86
19662,0,4.63,2.03,334.36
19663,21.03,42.35,34.98,65.11
19664,50.86,82.99,87.86,64.94
19671,16.72,12.86,8.28,11.16
19672,206.52,62.93,55.59,70.19
19679,13.62,7.89,4.73,5.58
19682,1.03,1.2,0.84,0.85
19684,191.01,399.34,319,348.22
19687,24.65,59.67,88.71,48.03
19691,8.27,12.35,7.27,7.95
19696,0,0,0,0.34
19697,34.13,19.2,14.02,17.59
19698,5.69,0.51,0.84,0
19699,0.52,5.83,5.74,28.92
19700,2.59,0.51,0,1.52
19702,15.69,0,0.34,0
19703,132.57,18.35,23.65,37.04
19704,11.38,15.95,15.71,14.04
19707,50.17,56.24,49.34,47.19
19708,19.31,50.07,37.68,39.24
19711,0,0.34,1.01,0
19712,1.38,1.71,2.2,1.69
19713,0.34,3.6,3.38,2.88
19714,6.9,33.95,26.53,19.28
19716,124.12,172.84,206.81,324.55
19718,35.34,67.39,78.23,80
19719,1.72,5.32,0.51,2.88
19720,64.47,135.46,133.99,112.47
19724,7.76,12.86,12.17,13.36
19725,0.86,4.29,5.41,2.37
19726,0.69,16.98,15.88,8.79
19727,9.48,11.32,9.46,9.47
19729,23.27,10.29,10.81,15.05
19730,23.62,13.72,9.12,8.63
19731,43.44,14.06,13.35,19.28
19732,26.03,15.95,22.81,21.14
19733,0,0.51,0.34,1.35
19734,25.51,13.2,20.44,5.75
19735,94.64,9.94,13.18,8.96
19736,0.34,2.4,5.07,1.69
19737,36.2,6.34,5.07,9.64
19739,0,2.74,1.18,0.85
19743,1.38,7.89,5.91,11.84
19744,110.33,108.88,133.14,111.45
19746,1.38,8.74,9.97,23.68
19752,0.52,0,0,0
19763,15.86,19.38,18.92,17.25
19766,48.61,51.95,64.21,50.57
19769,24.65,9.43,10.81,9.13
19771,2.07,0.34,0,0
19773,0,0,0.34,0
19775,15,14.92,17.4,19.79
19777,10.69,22.29,20.95,20.46
19791,74.3,50.58,127.57,78.64
19817,2.93,0.69,0.68,0.34
19819,35.17,22.12,20.61,23
19820,45.34,18.52,14.53,13.36
19821,24.13,80.07,75.7,72.72
19822,297.55,231.13,217.62,241
19824,0.69,11.66,5.74,10.65
19826,96.19,235.25,202.76,211.57
19876,13.79,40.29,35.82,44.14
19877,55.85,57.1,57.79,58.01
19878,115.33,61.9,89.89,68.49
19879,0,0,0.34,2.54
19881,3.28,1.54,1.01,1.18
19882,8.79,0.86,0,2.88
19885,0.52,0.51,0.51,0.34
19888,0.52,0.34,0.34,0.68
19889,9.14,6.34,7.6,5.58
19891,11.72,51.1,39.71,32.98
19893,0.52,20.58,16.22,8.63
19896,2188.5,2013.17,1925.16,2212.3
19899,187.91,301.95,273.72,276.52
19921,1.38,3.6,3.38,4.06
19933,1.03,2.57,2.87,3.04
19934,6.9,20.23,18.59,37.71
19935,32.06,64.13,53.05,55.13
19981,382.88,665.46,393.51,392.7
19982,144.64,534.46,374.42,289.71
19988,0,0.34,0,0
19989,637.15,1284.27,1268.23,1044.51
20005,1198.63,871.38,844.64,1113.68
20014,327.54,166.49,148.35,174.87
20016,31.38,74.93,54.74,49.72
20017,0,0.51,0,0.34
20018,70.16,116.08,84.99,68.16
20019,10.69,4.63,14.19,19.28
20020,3.79,10.63,8.62,8.12
20021,45.86,97.05,88.37,111.96
20022,103.26,138.72,126.38,124.14
20024,192.39,260.97,238.58,250.98
20044,811.44,1042.68,674.33,769.34
20054,948.49,1475.63,1503.09,1180.99
20085,0,0,0.34,0
20088,16.55,33.09,36.16,33.32
20102,28.62,46.98,39.03,38.73
20103,880.4,2484.18,1889.34,1447.7
20104,16.72,28.81,44.61,35.18
20111,29.48,12,10.98,20.29
20112,19.48,79.73,76.03,94.88
20115,0.34,1.89,1.35,0
20128,14.14,0.34,0.34,0.51
20129,0.34,0,0,0
20130,21.38,5.66,4.22,7.27
20133,112.57,182.27,166.6,126.84
20135,1296.2,262.86,213.4,199.9
20148,20.34,1.54,1.18,5.07
20163,88.09,45.95,55.59,69.85
20166,2.93,7.89,7.77,6.43
20167,3.1,5.66,7.94,8.12
20168,145.84,103.22,126.89,87.61
20170,4.31,2.4,1.35,1.52
20174,53.44,124.31,132.13,93.53
20181,91.19,51.27,48.49,36.7
20182,23.62,33.61,25.18,28.07
20183,0,1.71,4.06,3.21
20184,11.03,14.4,13.18,9.13
20185,42.06,68.41,64.37,71.71
20186,0.34,0,0,3.04
20187,22.07,37.55,35.14,38.05
20190,0,0.69,0.84,0.51
20191,0.34,6.86,2.7,13.02
20192,0,0.51,0.34,1.01
20193,11.72,0.34,0,1.52
20194,66.2,12.17,9.12,13.7
20197,1.55,0,0,0
20198,485.28,1.03,1.52,1.52
20199,2.24,0,0,0
20200,952.97,4.46,3.21,9.98
20201,2198.84,0,1.18,1.01
20202,15.34,1.37,1.86,3.04
20204,4.48,56.07,44.78,39.41
20210,90.33,0.51,1.52,3.55
20211,0,0,0,1.18
20215,0.52,0.34,0.34,0
20216,1.03,0,1.01,1.69
20218,84.64,224.45,256.99,172
20219,0,0,0,0.34
20220,25.86,23.83,35.31,32.13
20222,28.44,54.53,55.25,58.01
20224,222.04,195.81,202.25,175.72
20226,58.44,37.72,46.97,28.58
20227,37.06,66.01,70.46,49.05
20229,317.89,20.58,22.13,21.31
20230,10.69,33.09,31.09,28.58
20238,2.41,1.89,1.01,1.52
20239,10.34,22.12,21.63,19.79
20249,10.17,22.12,18.08,13.7
20250,220.49,355.1,241.45,285.65
20254,0,0.69,0.68,0.68
20255,0,3.26,3.89,1.18
20256,2.41,3.94,4.56,3.21
20257,2.24,35.66,61.67,14.54
20259,138.26,0,0,1.18
20262,0,11.49,13.35,1.86
20264,0,0.34,0,0.51
20265,0,0.34,0,0.34
20266,12.58,2.74,4.06,3.21
20269,0,3.77,2.53,1.35
20273,0,1.2,1.52,0.68
20274,0,0.51,0,0
20276,2.59,0.86,1.18,2.37
20277,48.96,0,0,0
20278,2.07,0,0.34,0
20280,33.27,20.06,21.29,24.35
20286,19.65,34.81,70.29,69.85
20287,339.09,1.54,1.52,2.71
20288,1.55,0,0,0.34
20289,0,4.8,4.73,8.79
20290,0.34,0,0,0
20295,1.03,0,0,0
20296,1.9,0,0.51,0.51
20300,6.03,6.34,8.11,8.29
20301,10.52,1.03,0.34,0.68
20302,1.03,0,0.34,0.51
20303,3.62,0,0.51,0.51
20304,1.38,0,0,0
20305,3.1,0,0.34,0
20306,5.86,0,0,0.34
20308,2.41,0,0,0.68
20309,3.28,14.4,7.94,12.85
20310,3.1,0,0.51,0.51
20311,0.69,0,0,0.34
20312,11.38,1.89,1.86,0.51
20315,0.86,45.78,36.5,37.38
20316,167.22,62.58,69.27,89.8
20317,0.52,14.06,8.28,18.43
20318,248.41,110.59,137.87,120.08
20319,0,49.04,61.84,20.46
20320,199.8,67.04,73.84,100.12
20321,4.48,2.06,2.03,3.72
20322,20.86,18.18,17.74,37.38
20324,27.41,30.86,23.82,95.22
20333,50.34,27.26,22.81,31.46
20334,28.44,17.32,20.28,28.75
20336,6.55,8.74,7.77,9.47
20338,72.06,30.52,39.03,32.13
20339,0.34,0,0,0
20340,2.59,4.12,3.72,6.93
20341,19.82,2.4,1.35,3.89
20344,4.65,0,0,0
20345,13.79,0,0,0.68
20346,1.55,32.24,33.79,37.21
20347,25.34,2.91,0.84,1.18
20348,4.65,21.95,20.78,31.8
20349,41.72,1.54,2.03,1.69
20350,28.79,14.06,13.85,15.9
20351,2.59,0.34,1.01,4.9
20352,11.89,4.97,5.41,4.9
20353,18.45,11.83,5.91,10.32
20354,28.96,5.14,3.38,7.44
20356,4.65,9.26,7.77,10.49
20357,1.38,6.17,9.63,1.18
20358,23.1,16.46,21.46,13.87
20359,5.17,1.2,1.86,0.85
20360,0,3.77,3.38,3.38
20361,21.72,2.91,1.86,1.18
20362,131.02,21.26,19.94,33.82
20363,703.87,30.01,29.91,208.19
20364,246.17,463.81,511.11,479.3
20365,0.34,1.37,1.86,2.71
20370,0,0.34,0.51,0.51
20375,0.52,0,0,0.34
20377,17.76,181.24,184,218.17
20378,1.72,13.03,9.8,14.04
20379,250.14,0,1.35,3.04
20382,338.06,721.35,647.13,652.99
20383,259.1,819.77,859.34,622.2
20384,0.69,1.03,0,0
20388,1.21,0,0,0.34
