a,c,b,d,p,OR,X
4,66291,42,1945016,0.040238246,2.794340394,TOLLIP
6,66291,94,1945016,0.129880555,1.872802604,TOM1
6,66291,108,1945016,0.239407868,1.630031896,TOM1L1
26,66291,187,1945016,3.27E-13,4.079438115,TOM1L2
1,66291,19,1945016,0.669476538,1.544240744,TOMM20
2,66291,26,1945016,0.254206793,2.256967241,TOMM20L
1,66291,10,1945016,0.281679905,2.934057414,TOMM34
8,66291,34,1945016,1.08E-08,6.903664502,TOMM40
6,66291,17,1945016,9.24E-10,10.35549675,TOMM40L
2,66291,3,1945016,4.28E-06,19.56038276,TOMM5
1,66291,24,1945016,0.843680456,1.222523922,TOMM70A
5,66291,43,1945016,0.005722927,3.411694667,TOMM7
4,66291,115,1945016,0.968111218,1.020541709,TOP1
11,66291,194,1945016,0.096929885,1.663640801,TOP1MT
3,66291,57,1945016,0.459698435,1.544240744,TOP2B
1,66291,56,1945016,0.514470812,0.523938824,TOP3A
4,66291,12,1945016,1.16E-06,9.780191378,TOPORS
1,66291,49,1945016,0.607760569,0.598787227,TOR1AIP1
5,66291,55,1945016,0.028849939,2.667324921,TOR1AIP2
3,66291,24,1945016,0.022931024,3.667571767,TOR1B
1,66291,5,1945016,0.066579816,5.868114827,TOR2A
10,66291,459,1945016,0.158087368,0.639228195,TOX
16,66291,304,1945016,0.087770903,1.544240744,TOX2
2,66291,157,1945016,0.150022659,0.373765276,TOX3
2,66291,49,1945016,0.802382044,1.197574455,TP53
1,66291,115,1945016,0.142028744,0.255135427,TP53BP1
5,66291,157,1945016,0.881276727,0.934413189,TP53BP2
3,66291,42,1945016,0.20532635,2.095755295,TP53I11
2,66291,12,1945016,0.021266049,4.890095689,TP53INP2
7,66291,427,1945016,0.049552814,0.480993019,TP63
4,66291,6,1945016,7.97E-11,19.56038276,TPBG
5,66291,7,1945016,9.69E-14,20.95755295,TPBGL
5,66291,202,1945016,0.477999933,0.726251835,TPCN1
1,66291,53,1945016,0.552252979,0.553595738,TPCN2
8,66291,233,1945016,0.983638345,1.007401687,TPD52
7,66291,160,1945016,0.516779708,1.283650118,TPD52L1
2,66291,2,1945016,1.68E-07,29.34057414,TPI1P2
1,66291,503,1945016,9.82E-05,0.058331161,TPK1
17,66291,40,1945016,3.35E-29,12.46974401,TPM1
4,66291,22,1945016,0.000555266,5.334649843,TPM2
2,66291,46,1945016,0.735433293,1.275677136,TPM3
6,66291,30,1945016,7.01E-06,5.868114827,TPM4
4,66291,11,1945016,3.98E-07,10.66929969,TPP1
6,66291,169,1945016,0.921701511,1.041677188,TPP2
2,66291,63,1945016,0.921222288,0.931446798,TPPP3
7,66291,1,1945016,1.36E-40,205.3840189,TPPP
2,66291,12,1945016,0.021266049,4.890095689,TPR
1,66291,52,1945016,0.565554976,0.56424181,TPRA1
7,66291,560,1945016,0.005973873,0.366757177,TPRG1
1,66291,6,1945016,0.103389312,4.890095689,TPSD1
2,66291,668,1945016,1.39E-05,0.08784603,TPST1
1,66291,5,1945016,0.066579816,5.868114827,TPT1
1,66291,81,1945016,0.292255974,0.36222931,TPT1-AS1
1,66291,284,1945016,0.005355567,0.103311881,TPX2
4,66291,31,1945016,0.007040921,3.785880534,TRA2A
5,66291,17,1945016,3.31E-07,8.629580628,TRA2B
4,66291,25,1945016,0.001544046,4.694491862,TRABD
4,66291,13,1945016,2.97E-06,9.027868965,TRADD
3,66291,40,1945016,0.176392385,2.20054306,TRAF1
4,66291,215,1945016,0.223223499,0.545871147,TRAF3
1,66291,133,1945016,0.098295555,0.220605821,TRAF3IP1
4,66291,10,1945016,1.18E-07,11.73622965,TRAF3IP2
2,66291,102,1945016,0.432930802,0.575305375,TRAF3IP2-AS1
2,66291,15,1945016,0.050486358,3.912076551,TRAF4
4,66291,104,1945016,0.81237144,1.128483621,TRAF5
8,66291,46,1945016,2.13E-06,5.102708545,TRAF7
2,66291,44,1945016,0.689441106,1.333662461,TRAFD1
1,66291,22,1945016,0.777505229,1.333662461,TRAIP
6,66291,228,1945016,0.53064908,0.772120372,TRAK1
1,66291,82,1945016,0.285933138,0.35781188,TRAK2
1,66291,53,1945016,0.552252979,0.553595738,TRAM1
12,66291,101,1945016,1.30E-05,3.486008808,TRAM2
1,66291,13,1945016,0.420102945,2.256967241,TRAM2-AS1
1,66291,62,1945016,0.447477389,0.473235067,TRAP1
10,66291,2,1945016,2.21E-54,146.7028707,TRAPPC10
1,66291,327,1945016,0.002411754,0.089726526,TRAPPC1
1,66291,74,1945016,0.341088298,0.396494245,TRAPPC11
1,66291,43,1945016,0.703825312,0.682338933,TRAPPC13
5,66291,34,1945016,0.000863493,4.314790314,TRAPPC3
4,66291,38,1945016,0.023777991,3.088481488,TRAPPC6B
19,66291,1291,1945016,0.000183322,0.431813252,TRAPPC9
2,66291,107,1945016,0.392882215,0.548421946,TRDMT1
22,66291,389,1945016,0.019526101,1.65936409,TRERF1
5,66291,12,1945016,1.63E-09,12.22523922,TRIB1
1,66291,56,1945016,0.514470812,0.523938824,TRIB2
3,66291,38,1945016,0.149248512,2.316361116,TRIB3
3,66291,60,1945016,0.514562961,1.467028707,TRIM14
19,66291,130,1945016,1.02E-10,4.288237758,TRIM16
4,66291,263,1945016,0.099888321,0.446244474,TRIM2
1,66291,51,1945016,0.579231413,0.575305375,TRIM25
7,66291,89,1945016,0.028321098,2.307685606,TRIM26
1,66291,47,1945016,0.637952417,0.624267535,TRIM29
20,66291,59,1945016,5.86E-28,9.945957334,TRIM31
4,66291,41,1945016,0.035598709,2.862495038,TRIM33
4,66291,188,1945016,0.34665082,0.624267535,TRIM3
3,66291,48,1945016,0.300862176,1.833785883,TRIM35
3,66291,79,1945016,0.854073066,1.114199018,TRIM36
1,66291,175,1945016,0.042666997,0.167660424,TRIM37
1,66291,30,1945016,0.982555722,0.978019138,TRIM38
1,66291,38,1945016,0.797960296,0.772120372,TRIM4
1,66291,198,1945016,0.027298602,0.148184718,TRIM44
2,66291,338,1945016,0.005165521,0.173612865,TRIM5
1,66291,13,1945016,0.420102945,2.256967241,TRIM52
2,66291,42,1945016,0.64246336,1.397170197,TRIM54
1,66291,67,1945016,0.39916988,0.437919017,TRIM55
4,66291,11,1945016,3.98E-07,10.66929969,TRIM56
5,66291,31,1945016,0.00037094,4.732350667,TRIM59
2,66291,12,1945016,0.021266049,4.890095689,TRIM65
1,66291,75,1945016,0.333589193,0.391207655,TRIM67
2,66291,9,1945016,0.005685675,6.520127586,TRIM68
3,66291,54,1945016,0.405461349,1.630031896,TRIM69
1,66291,48,1945016,0.622641264,0.611261961,TRIM72
7,66291,56,1945016,0.000512037,3.667571767,TRIM7
5,66291,25,1945016,4.10E-05,5.868114827,TRIM8
8,66291,201,1945016,0.666730999,1.167784045,TRIM9
2,66291,31,1945016,0.373689944,1.892940267,TRIML2
82,66291,578,1945016,2.28E-39,4.162503597,TRIO
9,66291,158,1945016,0.129738377,1.671298527,TRIOBP
15,66291,24,1945016,9.10E-35,18.33785883,TRIP10
3,66291,165,1945016,0.272903645,0.533464984,TRIP11
3,66291,266,1945016,0.045145056,0.330908731,TRIP12
7,66291,52,1945016,0.000227487,3.949692672,TRIP13
2,66291,87,1945016,0.579465419,0.674495957,TRIP4
2,66291,9,1945016,0.005685675,6.520127586,TRIP6
1,66291,33,1945016,0.907762995,0.889108307,TRMT10B
1,66291,7,1945016,0.144790286,4.191510591,TRMT10C
4,66291,60,1945016,0.185602922,1.956038276,TRMT11
3,66291,13,1945016,0.000535287,6.770901724,TRMT12
2,66291,6,1945016,0.000584937,9.780191378,TRMT2A
5,66291,71,1945016,0.108917031,2.066237615,TRMT2B
3,66291,18,1945016,0.00478973,4.890095689,TRMT5
1,66291,34,1945016,0.884396021,0.862958063,TRMT6
6,66291,29,1945016,4.47E-06,6.070463614,TRMT61A
1,66291,34,1945016,0.884396021,0.862958063,TRMU
9,66291,83,1945016,0.000492505,3.181508039,TRNA_Ala
7,66291,43,1945016,2.24E-05,4.776372534,TRNA_Arg
7,66291,84,1945016,0.01882363,2.445047845,TRNA_Asn
1,66291,14,1945016,0.464634092,2.095755295,TRNA_Asp
5,66291,21,1945016,5.34E-06,6.985850985,TRNA_Gln
1,66291,26,1945016,0.905523658,1.128483621,TRNA_Glu
2,66291,50,1945016,0.824122098,1.173622965,TRNA_Gly
62,66291,93,1945016,2.28E-144,19.56038276,TRNA_Ile
23,66291,85,1945016,1.11E-25,7.939214178,TRNA_Leu
11,66291,60,1945016,8.60E-09,5.379105258,TRNA_Lys
5,66291,21,1945016,5.34E-06,6.985850985,TRNA_Met
3,66291,19,1945016,0.006595019,4.632722232,TRNA_Phe
6,66291,27,1945016,1.67E-06,6.520127586,TRNA_Pro
1,66291,174,1945016,0.043509797,0.168623989,TRNA_Pseudo
10,66291,42,1945016,1.23E-10,6.985850985,TRNA_Ser
25,66291,57,1945016,2.94E-43,12.86867287,TRNA_Thr
1,66291,22,1945016,0.777505229,1.333662461,TRNA_Trp
1,66291,22,1945016,0.777505229,1.333662461,TRNA_Tyr
9,66291,76,1945016,0.00016614,3.474541674,TRNA_Val
2,66291,127,1945016,0.266799008,0.462056286,TRPC1
4,66291,105,1945016,0.826966205,1.117736158,TRPC3
3,66291,122,1945016,0.574762984,0.721489528,TRPC4AP
1,66291,195,1945016,0.028926311,0.150464483,TRPM1
2,66291,125,1945016,0.277297325,0.469449186,TRPM4
1,66291,247,1945016,0.010722835,0.11878775,TRPM6
2,66291,148,1945016,0.178191324,0.396494245,TRPM7
1,66291,170,1945016,0.047056967,0.172591613,TRPM8
1,66291,1,1945016,0.000215929,29.34057414,TRPT1
3,66291,65,1945016,0.606277764,1.354180345,TRPV3
4,66291,234,1945016,0.162794623,0.501548276,TRRAP
12,66291,114,1945016,9.02E-05,3.088481488,TSC1
21,66291,201,1945016,2.70E-07,3.065433119,TSC22D1
18,66291,97,1945016,1.16E-13,5.444642623,TSC22D2
10,66291,59,1945016,1.90E-07,4.972978667,TSC22D3
7,66291,23,1945016,7.89E-10,8.929739954,TSC22D4
5,66291,47,1945016,0.010697109,3.121337674,TSEN15
2,66291,80,1945016,0.663833741,0.733514353,TSEN2
24,66291,148,1945016,4.97E-15,4.757930941,TSEN34
2,66291,23,1945016,0.187693977,2.551354273,TSEN54
3,66291,55,1945016,0.423442108,1.600394953,TSG101
1,66291,199,1945016,0.0267772,0.147440071,TSGA10
4,66291,44,1945016,0.050605176,2.667324921,TSGA10IP
5,66291,122,1945016,0.685724231,1.202482547,TSHZ1
3,66291,98,1945016,0.854566521,0.898180841,TSHZ3
17,66291,21,1945016,1.97E-46,23.75189335,TSKU
3,66291,49,1945016,0.317799942,1.796361682,TSNAX-DISC1
1,66291,61,1945016,0.457915911,0.480993019,TSPAN13
45,66291,110,1945016,5.59E-72,12.00296215,TSPAN14
7,66291,80,1945016,0.013080657,2.567300237,TSPAN15
1,66291,357,1945016,0.001388659,0.082186482,TSPAN18
2,66291,72,1945016,0.775007215,0.815015948,TSPAN2
1,66291,26,1945016,0.905523658,1.128483621,TSPAN31
3,66291,2,1945016,1.23E-12,44.0108612,TSPAN3
1,66291,35,1945016,0.86176017,0.838302118,TSPAN4
7,66291,285,1945016,0.389731353,0.720645681,TSPAN5
20,66291,503,1945016,0.498737701,1.166623226,TSPAN9
1,66291,12,1945016,0.374605296,2.445047845,TSPO
3,66291,4,1945016,4.55E-09,22.0054306,TSPYL1
2,66291,10,1945016,0.009476839,5.868114827,TSPYL2
1,66291,6,1945016,0.103389312,4.890095689,TSPYL4
1,66291,28,1945016,0.963344304,1.047877648,TSR1
1,66291,17,1945016,0.591278467,1.725916126,TSR2
1,66291,282,1945016,0.005559237,0.104044589,TSSC1
2,66291,25,1945016,0.231446086,2.347245931,TSSC4
2,66291,20,1945016,0.12789262,2.934057414,TST
1,66291,5,1945016,0.066579816,5.868114827,TSTA3
3,66291,29,1945016,0.054084057,3.035231807,TSTD2
4,66291,17,1945016,5.28E-05,6.903664502,TSTD3
3,66291,93,1945016,0.925268631,0.946470133,TTC13
1,66291,139,1945016,0.087085508,0.211083267,TTC14
1,66291,44,1945016,0.686628586,0.66683123,TTC17
8,66291,215,1945016,0.807358985,1.091742293,TTC1
2,66291,149,1945016,0.174812089,0.39383321,TTC18
2,66291,43,1945016,0.666068732,1.364677867,TTC19
3,66291,46,1945016,0.26776037,1.913515704,TTC21A
2,66291,96,1945016,0.486463954,0.611261961,TTC21B
7,66291,190,1945016,0.839651743,1.080968521,TTC23
4,66291,107,1945016,0.855919188,1.096843893,TTC23L
1,66291,54,1945016,0.539312879,0.543343965,TTC25
1,66291,320,1945016,0.002744671,0.091689294,TTC27
2,66291,775,1945016,2.09E-06,0.075717611,TTC28
1,66291,223,1945016,0.016904375,0.131572081,TTC30B
4,66291,10,1945016,1.18E-07,11.73622965,TTC32
3,66291,6,1945016,4.48E-07,14.67028707,TTC3
1,66291,56,1945016,0.514470812,0.523938824,TTC33
3,66291,77,1945016,0.820043529,1.143139252,TTC39A
3,66291,199,1945016,0.149440563,0.442320213,TTC39B
4,66291,156,1945016,0.572820714,0.752322414,TTC39C
27,66291,226,1945016,5.02E-11,3.50528983,TTC7A
2,66291,385,1945016,0.002196593,0.152418567,TTC7B
6,66291,87,1945016,0.088280505,2.023487871,TTC8
6,66291,68,1945016,0.020415816,2.588874188,TTC9
5,66291,62,1945016,0.056089627,2.366175333,TTF1
4,66291,51,1945016,0.098547845,2.301221501,TTI1
1,66291,41,1945016,0.739787176,0.715623759,TTK
7,66291,116,1945016,0.136798346,1.770551887,TTL
3,66291,240,1945016,0.071886042,0.366757177,TTLL11
2,66291,18,1945016,0.093086653,3.260063793,TTLL3
5,66291,90,1945016,0.28283544,1.630031896,TTLL4
3,66291,500,1945016,0.000696046,0.176043445,TTLL5
7,66291,102,1945016,0.067545055,2.013568813,TTLL6
3,66291,33,1945016,0.090468791,2.667324921,TTPAL
1,66291,89,1945016,0.245655167,0.329669372,TTYH2
4,66291,36,1945016,0.017553505,3.260063793,TTYH3
9,66291,140,1945016,0.060619359,1.886179766,TUB
1,66291,11,1945016,0.328357289,2.667324921,TUBA1A
3,66291,7,1945016,2.25E-06,12.57453177,TUBA1B
4,66291,93,1945016,0.647921441,1.261960178,TUBA1C
5,66291,6,1945016,4.81E-15,24.45047845,TUBA4A
2,66291,21,1945016,0.1469175,2.794340394,TUBB
18,66291,40,1945016,2.69E-32,13.20325836,TUBB3
2,66291,29,1945016,0.325044207,2.023487871,TUBB6
5,66291,14,1945016,1.91E-08,10.47877648,TUBG2
6,66291,164,1945016,0.864602124,1.073435639,TUBGCP3
1,66291,3,1945016,0.015040287,9.780191378,TUFM
7,66291,83,1945016,0.017243295,2.474506252,TUFT1
2,66291,13,1945016,0.029446073,4.513934482,TUG1
1,66291,328,1945016,0.002367651,0.08945297,TULP4
5,66291,8,1945016,1.23E-12,18.33785883,TUSC2
1,66291,279,1945016,0.005879593,0.105163348,TUSC3
1,66291,16,1945016,0.550288729,1.833785883,TUT1
1,66291,17,1945016,0.591278467,1.725916126,TWF1
5,66291,11,1945016,3.78E-10,13.33662461,TWF2
6,66291,13,1945016,5.02E-12,13.54180345,TWIST1
8,66291,121,1945016,0.064542353,1.93987267,TWIST2
2,66291,24,1945016,0.209245552,2.445047845,TWISTNB
1,66291,89,1945016,0.245655167,0.329669372,TWSG1
1,66291,120,1945016,0.128125267,0.244504784,TXK
1,66291,15,1945016,0.50805813,1.956038276,TXLNA
1,66291,39,1945016,0.777976073,0.752322414,TXLNG
4,66291,19,1945016,0.000152893,6.176962976,TXN2
5,66291,52,1945016,0.020576668,2.821209051,TXN
2,66291,29,1945016,0.325044207,2.023487871,TXNDC12
1,66291,28,1945016,0.963344304,1.047877648,TXNDC15
1,66291,213,1945016,0.020462479,0.137749174,TXNDC16
3,66291,4,1945016,4.55E-09,22.0054306,TXNDC17
2,66291,2,1945016,1.68E-07,29.34057414,TXNDC5
3,66291,93,1945016,0.925268631,0.946470133,TXNL1
4,66291,75,1945016,0.37892953,1.564830621,TXNL4A
1,66291,28,1945016,0.963344304,1.047877648,TXNL4B
53,66291,245,1945016,1.46E-44,6.347144609,TXNRD1
2,66291,133,1945016,0.237666375,0.441211641,TXNRD2
13,66291,129,1945016,9.22E-05,2.956802045,TYRO3
1,66291,15,1945016,0.50805813,1.956038276,TYSND1
2,66291,13,1945016,0.029446073,4.513934482,U2AF1
4,66291,59,1945016,0.174647139,1.989191467,U2AF2
7,66291,528,1945016,0.010028592,0.388984884,U6
6,66291,116,1945016,0.315603439,1.517615904,U80769
8,66291,124,1945016,0.075225607,1.892940267,UACA
5,66291,25,1945016,4.10E-05,5.868114827,UBA1
1,66291,67,1945016,0.39916988,0.437919017,UBA2
1,66291,2,1945016,0.003566767,14.67028707,UBA5
3,66291,23,1945016,0.018566804,3.827031409,UBAC2
1,66291,8,1945016,0.189098788,3.667571767,UBAC2-AS1
1,66291,17,1945016,0.591278467,1.725916126,UBALD2
5,66291,33,1945016,0.000661408,4.445541536,UBAP1
7,66291,223,1945016,0.830211721,0.921004569,UBAP2
4,66291,84,1945016,0.511470781,1.397170197,UBAP2L
9,66291,200,1945016,0.413322803,1.320325836,UBASH3B
3,66291,9,1945016,2.54E-05,9.780191378,UBC
2,66291,9,1945016,0.005685675,6.520127586,UBE2A
6,66291,83,1945016,0.068653256,2.121005359,UBE2D2
12,66291,64,1945016,1.06E-09,5.50135765,UBE2D3
9,66291,95,1945016,0.002210618,2.779633339,UBE2E1
3,66291,151,1945016,0.348817971,0.582925314,UBE2E2
3,66291,87,1945016,0.984137232,1.011743936,UBE2E3
1,66291,122,1945016,0.1229746,0.240496509,UBE2G1
10,66291,76,1945016,1.51E-05,3.86060186,UBE2G2
9,66291,172,1945016,0.206495892,1.5352626,UBE2H
1,66291,51,1945016,0.579231413,0.575305375,UBE2I
1,66291,34,1945016,0.884396021,0.862958063,UBE2J1
2,66291,45,1945016,0.712566653,1.304025517,UBE2J2
4,66291,102,1945016,0.782964159,1.15061075,UBE2K
2,66291,118,1945016,0.317465354,0.497297867,UBE2L3
1,66291,26,1945016,0.905523658,1.128483621,UBE2L6
6,66291,58,1945016,0.006450721,3.035231807,UBE2N
6,66291,90,1945016,0.104981206,1.956038276,UBE2O
3,66291,24,1945016,0.022931024,3.667571767,UBE2Q1
5,66291,98,1945016,0.375670598,1.496968068,UBE2Q2
1,66291,81,1945016,0.292255974,0.36222931,UBE2Q2P1
7,66291,123,1945016,0.182245595,1.669788772,UBE2R2
2,66291,8,1945016,0.003089066,7.335143534,UBE2V1
3,66291,109,1945016,0.714405619,0.807538738,UBE2W
4,66291,35,1945016,0.014903313,3.353208473,UBE2Z
1,66291,186,1945016,0.034435261,0.157745022,UBE3C
1,66291,190,1945016,0.031864449,0.154424074,UBE3D
1,66291,165,1945016,0.051916186,0.177821661,UBE4B
8,66291,136,1945016,0.128827487,1.725916126,UBL3
1,66291,4,1945016,0.036424607,7.335143534,UBL4A
4,66291,36,1945016,0.017553505,3.260063793,UBLCP1
6,66291,155,1945016,0.759481985,1.13576416,UBN2
4,66291,46,1945016,0.062447893,2.551354273,UBP1
8,66291,68,1945016,0.000414816,3.451832251,UBQLN1
1,66291,8,1945016,0.189098788,3.667571767,UBQLN2
3,66291,20,1945016,0.00883372,4.40108612,UBQLN4
1,66291,182,1945016,0.037220337,0.161211946,UBR2
6,66291,227,1945016,0.537719211,0.775521783,UBR4
1,66291,34,1945016,0.884396021,0.862958063,UBR7
6,66291,112,1945016,0.276428043,1.571816472,UBTD1
5,66291,141,1945016,0.930568384,1.040445891,UBTD2
11,66291,24,1945016,1.14E-20,13.44776315,UBTF
3,66291,216,1945016,0.110376649,0.407507974,UBXN1
5,66291,128,1945016,0.764645359,1.146116177,UBXN2A
1,66291,76,1945016,0.326272745,0.386060186,UBXN2B
3,66291,72,1945016,0.732701285,1.222523922,UBXN4
5,66291,40,1945016,0.003320144,3.667571767,UBXN6
2,66291,18,1945016,0.093086653,3.260063793,UCHL1
4,66291,94,1945016,0.663077981,1.24853507,UCHL3
1,66291,61,1945016,0.457915911,0.480993019,UCHL5
6,66291,119,1945016,0.346252509,1.479356679,UCK2
5,66291,15,1945016,5.43E-08,9.780191378,UCP2
5,66291,58,1945016,0.039104588,2.529359839,UEVLD
3,66291,6,1945016,4.48E-07,14.67028707,UFC1
2,66291,10,1945016,0.009476839,5.868114827,UFM1
3,66291,3,1945016,1.48E-10,29.34057414,UFSP1
11,66291,90,1945016,1.91E-05,3.586070172,UGCG
7,66291,33,1945016,4.86E-07,6.22375815,UGDH
4,66291,56,1945016,0.14361999,2.095755295,UGDH-AS1
1,66291,148,1945016,0.072715194,0.198247123,UGGT1
5,66291,79,1945016,0.172663816,1.856998363,UGP2
1,66291,2,1945016,0.003566767,14.67028707,UGT1A5
5,66291,10,1945016,7.22E-11,14.67028707,UGT1A6
1,66291,2,1945016,0.003566767,14.67028707,UGT1A9
7,66291,82,1945016,0.015761652,2.504683158,UHRF1
3,66291,109,1945016,0.714405619,0.807538738,UHRF2
1,66291,118,1945016,0.133505031,0.248648933,UIMC1
23,66291,70,1945016,5.41E-31,9.640474359,ULK1
2,66291,871,1945016,3.87E-07,0.067372156,ULK4
1,66291,35,1945016,0.86176017,0.838302118,UMPS
2,66291,27,1945016,0.277444308,2.173375862,UNC119B
2,66291,170,1945016,0.117119555,0.345183225,UNC13A
10,66291,44,1945016,3.72E-10,6.668312303,UNC45A
2,66291,99,1945016,0.458912471,0.592738871,UNC5B
1,66291,378,1945016,0.00094535,0.077620566,UNC5C
5,66291,60,1945016,0.047110955,2.445047845,UNC5CL
3,66291,697,1945016,2.15E-05,0.126286546,UNC79
4,66291,16,1945016,2.86E-05,7.335143534,UNC93B1
2,66291,14,1945016,0.039191925,4.191510591,UNG
3,66291,60,1945016,0.514562961,1.467028707,UNK
10,66291,184,1945016,0.147054245,1.59459642,UNKL
2,66291,2,1945016,1.68E-07,29.34057414,UNQ2560
1,66291,123,1945016,0.120481858,0.238541253,UNQ6975
3,66291,34,1945016,0.101099578,2.588874188,UPF1
8,66291,163,1945016,0.3112826,1.440028178,UPF2
7,66291,39,1945016,5.93E-06,5.266256896,UPK1B
1,66291,20,1945016,0.706698928,1.467028707,UPK3A
1,66291,17,1945016,0.591278467,1.725916126,UPK3B
3,66291,36,1945016,0.124090052,2.445047845,UPP1
4,66291,222,1945016,0.198809798,0.528658993,UPP2
1,66291,5,1945016,0.066579816,5.868114827,UQCR10
4,66291,27,1945016,0.00273438,4.346751724,UQCRC1
1,66291,3,1945016,0.015040287,9.780191378,UQCRQ
3,66291,86,1945016,0.968442021,1.0235084,URB1
1,66291,64,1945016,0.427401388,0.458446471,URB2
8,66291,169,1945016,0.361784007,1.388902918,URI1
6,66291,36,1945016,6.63E-05,4.890095689,URM1
1,66291,10,1945016,0.281679905,2.934057414,USF1
1,66291,141,1945016,0.083653675,0.208089178,USH1C
2,66291,1294,1945016,2.38E-10,0.045348646,USH2A
4,66291,124,1945016,0.913750409,0.946470133,USO1
18,66291,132,1945016,2.37E-09,4.000987382,USP10
4,66291,10,1945016,1.18E-07,11.73622965,USP11
3,66291,213,1945016,0.116445881,0.413247523,USP12
1,66291,179,1945016,0.039460936,0.163913822,USP13
1,66291,244,1945016,0.011348029,0.120248255,USP15
5,66291,35,1945016,0.001112164,4.191510591,USP16
4,66291,3,1945016,1.47E-15,39.12076551,USP21
1,66291,2,1945016,0.003566767,14.67028707,USP22
4,66291,50,1945016,0.090592135,2.347245931,USP24
13,66291,234,1945016,0.083340544,1.630031896,USP25
6,66291,292,1945016,0.214963668,0.60288851,USP2
1,66291,8,1945016,0.189098788,3.667571767,USP27X-AS1
2,66291,139,1945016,0.211765697,0.422166534,USP30
7,66291,110,1945016,0.103547616,1.867127445,USP30-AS1
18,66291,7,1945016,1.74E-82,75.44719063,USP31
16,66291,177,1945016,0.000101972,2.652255289,USP3
3,66291,335,1945016,0.013137462,0.26275141,USP34
3,66291,32,1945016,0.080438185,2.750678825,USP35
1,66291,86,1945016,0.262102032,0.341169467,USP36
3,66291,156,1945016,0.31962023,0.56424181,USP37
3,66291,76,1945016,0.802823573,1.158180558,USP38
6,66291,79,1945016,0.051999759,2.228398036,USP39
3,66291,21,1945016,0.011549802,4.191510591,USP3-AS1
9,66291,73,1945016,9.82E-05,3.617331058,USP40
1,66291,204,1945016,0.02431949,0.143826344,USP4
2,66291,90,1945016,0.546643868,0.652012759,USP42
4,66291,89,1945016,0.587170444,1.318677489,USP43
3,66291,134,1945016,0.468339259,0.656878525,USP46
3,66291,152,1945016,0.342780518,0.579090279,USP47
2,66291,149,1945016,0.174812089,0.39383321,USP49
2,66291,22,1945016,0.1668852,2.667324921,USP5
1,66291,97,1945016,0.207034442,0.302480146,USP53
1,66291,136,1945016,0.092512527,0.215739516,USP54
15,66291,218,1945016,0.007231468,2.018846844,USP6NL
2,66291,100,1945016,0.450081866,0.586811483,USP7
1,66291,77,1945016,0.319133799,0.381046417,USP8
6,66291,58,1945016,0.006450721,3.035231807,USP9X
10,66291,511,1945016,0.078443511,0.574179533,UST
3,66291,20,1945016,0.00883372,4.40108612,UTP23
4,66291,800,1945016,8.81E-06,0.146702871,UTRN
5,66291,79,1945016,0.172663816,1.856998363,UTS2B
5,66291,517,1945016,0.002771471,0.28375797,UVRAG
1,66291,67,1945016,0.39916988,0.437919017,UVSSA
2,66291,155,1945016,0.155862948,0.378588053,UXS1
1,66291,5,1945016,0.066579816,5.868114827,UXT
15,66291,156,1945016,6.06E-05,2.821209051,VAC14
1,66291,8,1945016,0.189098788,3.667571767,VAMP1
10,66291,17,1945016,9.26E-23,17.25916126,VAMP2
1,66291,87,1945016,0.256489943,0.337247979,VAMP4
2,66291,14,1945016,0.039191925,4.191510591,VAMP5
3,66291,87,1945016,0.984137232,1.011743936,VANGL1
1,66291,55,1945016,0.526722662,0.533464984,VANGL2
4,66291,42,1945016,0.040238246,2.794340394,VAPA
7,66291,121,1945016,0.168547188,1.697388586,VAPB
4,66291,53,1945016,0.115535878,2.214382954,VARS2
1,66291,45,1945016,0.669929341,0.652012759,VASH1
7,66291,47,1945016,6.92E-05,4.369872744,VASP
1,66291,20,1945016,0.706698928,1.467028707,VAT1
17,66291,563,1945016,0.622611237,0.885949841,VAV2
3,66291,300,1945016,0.024566676,0.293405741,VAV3
5,66291,42,1945016,0.004811092,3.492925492,VBP1
7,66291,124,1945016,0.189303349,1.656322733,VCAN
15,66291,215,1945016,0.006144505,2.0470168,VCL
18,66291,157,1945016,2.24E-07,3.36388748,VDAC1
8,66291,44,1945016,1.05E-06,5.334649843,VDAC2
1,66291,11,1945016,0.328357289,2.667324921,VDAC3
42,66291,57,1945016,2.30E-105,21.61937042,VEGFA
2,66291,138,1945016,0.215873979,0.425225712,VEGFC
7,66291,346,1945016,0.167087464,0.59359543,VEPH1
15,66291,35,1945016,3.87E-26,12.57453177,VEZF1
1,66291,139,1945016,0.087085508,0.211083267,VEZT
4,66291,4,1945016,1.37E-13,29.34057414,VGF
7,66291,80,1945016,0.013080657,2.567300237,VGLL3
18,66291,213,1945016,0.000129558,2.479485138,VGLL4
1,66291,74,1945016,0.341088298,0.396494245,VIL1
2,66291,31,1945016,0.373689944,1.892940267,VILL
8,66291,11,1945016,2.67E-21,21.33859937,VIM
7,66291,16,1945016,3.10E-13,12.83650118,VIMP
5,66291,194,1945016,0.535947588,0.756200364,VIT
5,66291,65,1945016,0.071425914,2.256967241,VLDLR
2,66291,10,1945016,0.009476839,5.868114827,VMA21
28,66291,200,1945016,3.02E-14,4.107680379,VMP1
1,66291,177,1945016,0.041031633,0.165765956,VOPP1
5,66291,366,1945016,0.035569478,0.400827516,VPS13A
1,66291,1787,1945016,1.67E-14,0.0164189,VPS13B
